dss_rank,material_id,formula,battery_family,dss_decision,shortlist_score,india_feasibility_score,predicted_stable_probability,predicted_energy_above_hull_clipped,band_gap,is_stable,shortlist_rule_type,short_conceptual_reason
1,mp-19430,Li3Fe2(PO4)3,LFP-family,Best near-term purchase direction,59.52,98,0.16767046,0.011649002,2.4773,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0116; stable probability 0.1677.
433,mp-26611,LiFePO4,LFP-family,Best near-term purchase direction,41.56,94,0.011340299,0.05923168,3.5237,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0592; stable probability 0.0113.
434,mp-758470,LiFe2P5O16,LFP-family,Best near-term purchase direction,41.5,94,0.00873452,0.058967482,2.6611,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0590; stable probability 0.0087.
435,mp-757222,Li7Fe2P7O24,LFP-family,Best near-term purchase direction,41.45,94,0.009335361,0.059350375,2.5575,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0594; stable probability 0.0093.
436,mp-757653,LiFePO4,LFP-family,Best near-term purchase direction,41.43,94,0.004800734,0.05842421,3.6826,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0584; stable probability 0.0048.
437,mp-765635,LiFePO4,LFP-family,Best near-term purchase direction,41.43,94,0.004800734,0.05842421,3.6821,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0584; stable probability 0.0048.
438,mp-1176761,LiFePO4,LFP-family,Best near-term purchase direction,41.43,94,0.008042799,0.0591408,3.9108,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0591; stable probability 0.0080.
439,mp-757451,Li3Fe(PO4)2,LFP-family,Best near-term purchase direction,41.43,94,0.009665148,0.059510294,2.4843,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0595; stable probability 0.0097.
440,mp-758072,LiFeP2O7,LFP-family,Best near-term purchase direction,41.4,94,0.008235537,0.059350375,2.5562,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0594; stable probability 0.0082.
441,mp-758771,LiFeP2O7,LFP-family,Best near-term purchase direction,41.4,94,0.008235537,0.059350375,2.5909,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0594; stable probability 0.0082.
442,mp-772409,LiFePO4,LFP-family,Best near-term purchase direction,41.4,94,0.008235537,0.059350375,2.5969,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0594; stable probability 0.0082.
443,mp-757240,Li3Fe(PO4)2,LFP-family,Best near-term purchase direction,41.4,94,0.008193004,0.059350375,2.4927,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0594; stable probability 0.0082.
444,mp-758534,LiFe(PO3)4,LFP-family,Best near-term purchase direction,41.4,94,0.008193004,0.059350375,2.5387,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0594; stable probability 0.0082.
445,mp-758535,LiFeP2O7,LFP-family,Best near-term purchase direction,41.4,94,0.008193004,0.059350375,2.4679,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0594; stable probability 0.0082.
446,mp-758790,LiFe(PO3)4,LFP-family,Best near-term purchase direction,41.4,94,0.008193004,0.059350375,2.4819,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0594; stable probability 0.0082.
447,mp-759362,LiFe(PO3)4,LFP-family,Best near-term purchase direction,41.4,94,0.008193004,0.059350375,2.4753,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0594; stable probability 0.0082.
448,mp-758883,LiFe(PO3)4,LFP-family,Best near-term purchase direction,41.38,94,0.009070698,0.059635565,2.2948,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0596; stable probability 0.0091.
449,mp-695816,LiFeP2O7,LFP-family,Best near-term purchase direction,41.38,94,0.009005816,0.059635565,2.4269,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0596; stable probability 0.0090.
450,mp-758777,LiFe(PO3)4,LFP-family,Best near-term purchase direction,41.37,94,0.008315605,0.059497144,2.6516,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0595; stable probability 0.0083.
451,mp-758723,LiFe(PO3)3,LFP-family,Best near-term purchase direction,41.36,94,0.0065982803,0.05916349,4.2063,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0592; stable probability 0.0066.
452,mp-758566,LiFe(PO3)4,LFP-family,Best near-term purchase direction,41.36,94,0.008685719,0.059635565,2.4002,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0596; stable probability 0.0087.
453,mp-757649,Li3Fe(PO4)2,LFP-family,Best near-term purchase direction,41.36,94,0.009832516,0.059891205,1.7471,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0599; stable probability 0.0098.
454,mp-1177652,Li3Fe5(PO4)6,LFP-family,Best near-term purchase direction,41.3,94,0.008292869,0.059865877,2.3546,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0599; stable probability 0.0083.
455,mp-861176,Li2FePO5,LFP-family,Best near-term purchase direction,41.27,94,0.007786889,0.059891205,1.626,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0599; stable probability 0.0078.
456,mp-1104261,LiFePO4,LFP-family,Best near-term purchase direction,41.26,93,0.0059316116,0.05776151,3.2893,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0578; stable probability 0.0059.
457,mp-765590,LiFePO4,LFP-family,Best near-term purchase direction,41.2,94,0.0059369844,0.059846353,3.8485,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0598; stable probability 0.0059.
458,mp-1575286,Li2FeP2O7,LFP-family,Best near-term purchase direction,41.2,94,0.0059369844,0.059846353,3.9467,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0598; stable probability 0.0059.
459,mp-759092,LiFePO4,LFP-family,Best near-term purchase direction,41.11,93,0.007674295,0.058919027,2.8914,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0589; stable probability 0.0077.
460,mp-655124,Li2Fe3(P2O7)2,LFP-family,Best near-term purchase direction,41.08,93,0.004800734,0.05842421,3.6884,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0584; stable probability 0.0048.
461,mp-776880,Li2Fe2Ni(PO4)3,LFP-family,Best near-term purchase direction,41.02,90,0.0076261954,0.05409115,1.4032,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 90; predicted hull 0.0541; stable probability 0.0076.
462,mp-758409,Li5Cr2Fe3(PO4)6,LFP-family,Best near-term purchase direction,40.97,93,0.0062442767,0.059304778,1.1066,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0593; stable probability 0.0062.
463,mp-780843,Li4Fe2Ni3Sn(PO4)6,LFP-family,Best near-term purchase direction,40.73,90,0.0053550024,0.055073366,3.0536,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 90; predicted hull 0.0551; stable probability 0.0054.
464,mp-1177446,Li4Fe2Ni3Te(PO4)6,LFP-family,Best near-term purchase direction,40.46,90,0.0043703197,0.05620671,2.8717,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 90; predicted hull 0.0562; stable probability 0.0044.
465,mp-1221200,Na4Li4MnFe3P4(O4F)4,LMFP-family,Good pilot and next-generation option,49.46,93,0.0078029423,0.017201947,3.8622,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 93; predicted hull 0.0172; stable probability 0.0078.
466,mp-764613,Li4MnFe3(PO4)4,LMFP-family,Good pilot and next-generation option,48.98,97,0.0052281227,0.026039975,4.0066,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0260; stable probability 0.0052.
467,mp-861717,Li8MnFe7(PO4)8,LMFP-family,Good pilot and next-generation option,48.97,97,0.005171385,0.026039975,3.8807,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0260; stable probability 0.0052.
468,mp-775945,Li2MnFe(PO4)2,LMFP-family,Good pilot and next-generation option,48.94,97,0.004336502,0.026039975,3.8121,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0260; stable probability 0.0043.
469,mp-766043,Li4MnFe3(PO4)4,LMFP-family,Good pilot and next-generation option,48.92,97,0.005469539,0.02636517,3.9411,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0264; stable probability 0.0055.
470,mp-754635,Li2MnFe(PO4)2,LMFP-family,Good pilot and next-generation option,48.69,97,0.006344261,0.027706202,3.9838,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0277; stable probability 0.0063.
471,mp-773519,Li4Mn3Fe(PO4)4,LMFP-family,Good pilot and next-generation option,48.43,97,0.004336502,0.02856878,3.6773,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0286; stable probability 0.0043.
472,mp-775195,Li12Mn11Fe(PO4)12,LMFP-family,Good pilot and next-generation option,48.43,97,0.004336502,0.02856878,3.6905,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0286; stable probability 0.0043.
473,mp-849382,Li16Mn15Fe(PO4)16,LMFP-family,Good pilot and next-generation option,48.35,97,0.004072856,0.028925514,3.4633,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0289; stable probability 0.0041.
474,mp-775189,Li2MnFe(PO4)2,LMFP-family,Good pilot and next-generation option,48.15,97,0.0045548165,0.030011393,3.0175,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0300; stable probability 0.0046.
475,mp-849430,Li8MnFe7(PO4)8,LMFP-family,Good pilot and next-generation option,47.71,97,0.005469539,0.032437753,3.9032,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0324; stable probability 0.0055.
476,mp-766130,Li4MnFe3(PO4)4,LMFP-family,Good pilot and next-generation option,47.67,97,0.01171362,0.03403656,4.1435,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0340; stable probability 0.0117.
477,mp-759138,Li2MnFe(PO4)2,LMFP-family,Good pilot and next-generation option,47.27,97,0.005881604,0.034719426,3.9508,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0347; stable probability 0.0059.
478,mp-757146,Li6MnFeP2(CO7)2,LMFP-family,Good pilot and next-generation option,47.18,97,0.0053938585,0.035061307,3.9017,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0351; stable probability 0.0054.
479,mp-766376,Li4Mn3Fe(PO4)4,LMFP-family,Good pilot and next-generation option,47.09,97,0.0045184838,0.03532329,3.5811,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0353; stable probability 0.0045.
480,mp-766510,Li12MnFe3P4(CO7)4,LMFP-family,Good pilot and next-generation option,46.84,97,0.0041777464,0.036498763,3.64,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0365; stable probability 0.0042.
481,mp-761246,Li2MnFe(PO4)2,LMFP-family,Good pilot and next-generation option,46.83,97,0.007410288,0.03724823,3.6926,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0372; stable probability 0.0074.
482,mp-1176968,Li7Mn2Fe6(PO4)8,LMFP-family,Good pilot and next-generation option,46.58,97,0.009483961,0.03896421,1.4371,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0390; stable probability 0.0095.
483,mp-770860,Li4Mn2Fe3P6WO24,LMFP-family,Good pilot and next-generation option,46.51,93,0.035905983,0.038267206,2.1317,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 93; predicted hull 0.0383; stable probability 0.0359.
484,mp-776529,NaLiMn2Fe4(PO4)6,LMFP-family,Good pilot and next-generation option,46.3,95,0.014549062,0.038019963,1.4044,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 95; predicted hull 0.0380; stable probability 0.0145.
485,mp-767262,Li12Mn3FeP4(CO7)4,LMFP-family,Good pilot and next-generation option,46.14,95,0.0041777464,0.036498763,3.6464,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 95; predicted hull 0.0365; stable probability 0.0042.
486,mp-1177412,Li4Mn3Fe2Sn(PO4)6,LMFP-family,Good pilot and next-generation option,46.14,93,0.027693244,0.038267206,2.0246,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 93; predicted hull 0.0383; stable probability 0.0277.
487,mp-757441,Li5Mn2Fe3(PO4)6,LMFP-family,Good pilot and next-generation option,46.09,93,0.03062656,0.039211452,2.186,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 93; predicted hull 0.0392; stable probability 0.0306.
488,mp-755564,Li2Mg2MnFe(PO4)4,LMFP-family,Good pilot and next-generation option,45.64,97,0.0066543845,0.04303803,1.0616,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0430; stable probability 0.0067.
489,mp-1177457,Li4Mn2Fe3Sn(PO4)6,LMFP-family,Good pilot and next-generation option,45.53,93,0.005932849,0.036431976,2.4669,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 93; predicted hull 0.0364; stable probability 0.0059.
490,mp-776051,Li2Mn2Fe(PO4)3,LMFP-family,Good pilot and next-generation option,44.56,93,0.0039013287,0.04083429,0.8241,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 93; predicted hull 0.0408; stable probability 0.0039.
491,mp-771062,Li6MnFe3(PO4)6,LMFP-family,Good pilot and next-generation option,44.44,93,0.00389113,0.04142913,1.1904,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 93; predicted hull 0.0414; stable probability 0.0039.
492,mp-779026,Li4MnCr2Fe3(PO4)6,LMFP-family,Good pilot and next-generation option,44.41,92,0.006882454,0.040479437,1.1511,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 92; predicted hull 0.0405; stable probability 0.0069.
493,mp-776752,Li4Mn2Fe3Sb(PO4)6,LMFP-family,Good pilot and next-generation option,44.08,93,0.006525782,0.043820053,1.1094,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 93; predicted hull 0.0438; stable probability 0.0065.
494,mp-1176969,Li6Mn3Fe(PO4)6,LMFP-family,Good pilot and next-generation option,43.83,93,0.004766257,0.044647787,0.8846,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 93; predicted hull 0.0446; stable probability 0.0048.
495,mp-783919,Li4MnFe3(PO4)4,LMFP-family,Good pilot and next-generation option,43.1,97,0.006418523,0.055687133,3.8643,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0557; stable probability 0.0064.
496,mp-849356,Li4Mn3Fe(PO4)4,LMFP-family,Good pilot and next-generation option,42.48,97,0.0054065897,0.058572665,3.5657,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 97; predicted hull 0.0586; stable probability 0.0054.
497,mp-759846,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,42.44,90,0.02682711,0.051354367,2.295,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 90; predicted hull 0.0514; stable probability 0.0268.
498,mp-761258,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,42.43,92,0.011458594,0.051431697,2.2515,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 92; predicted hull 0.0514; stable probability 0.0115.
499,mp-1177594,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,42.41,92,0.011008804,0.051431697,2.3362,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 92; predicted hull 0.0514; stable probability 0.0110.
500,mp-1177593,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,42.39,92,0.010598238,0.051431697,2.4137,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 92; predicted hull 0.0514; stable probability 0.0106.
501,mp-1177597,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,42.39,92,0.010598238,0.051431697,2.4486,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 92; predicted hull 0.0514; stable probability 0.0106.
502,mp-1177625,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,42.39,92,0.010598238,0.051431697,2.4151,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 92; predicted hull 0.0514; stable probability 0.0106.
503,mp-764708,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,42.33,92,0.011458594,0.051928643,2.2194,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 92; predicted hull 0.0519; stable probability 0.0115.
504,mp-1177623,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,42.33,92,0.011546306,0.05193458,2.1681,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 92; predicted hull 0.0519; stable probability 0.0115.
505,mp-1177427,Li4Mn3NbFe2(PO4)6,LMFP-family,Good pilot and next-generation option,42.28,92,0.0027766477,0.050219286,0.5376,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 92; predicted hull 0.0502; stable probability 0.0028.
506,mp-764912,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,42.12,92,0.012170177,0.053129774,2.0732,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 92; predicted hull 0.0531; stable probability 0.0122.
507,mp-764931,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,42.12,92,0.012170177,0.053129774,2.0595,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 92; predicted hull 0.0531; stable probability 0.0122.
508,mp-776660,Li4Mn5Fe(PO4)6,LMFP-family,Good pilot and next-generation option,42.08,93,0.0017601178,0.052769523,0.3211,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 93; predicted hull 0.0528; stable probability 0.0018.
509,mp-1177589,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,41.63,90,0.011458594,0.051928643,2.2157,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 90; predicted hull 0.0519; stable probability 0.0115.
510,mp-764867,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,41.42,90,0.012170177,0.053129774,2.0843,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 90; predicted hull 0.0531; stable probability 0.0122.
511,mp-764707,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,41.11,90,0.012170177,0.054711517,1.9995,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 90; predicted hull 0.0547; stable probability 0.0122.
512,mp-764969,Li3MnFeCo(PO4)3,LMFP-family,Good pilot and next-generation option,41.11,90,0.012170177,0.054711517,2.0076,False,Benchmark family exception,LFP-like family with manganese; useful for improving performance. India score 90; predicted hull 0.0547; stable probability 0.0122.
513,mp-581301,Li2MgMn3O8,LMO-family,Selective low-cost option,80.7,90,0.7197036,0.01591161,1.9551,True,Strict model shortlist,"Manganese-based family; useful when cost matters, but needs checks. India score 90; predicted hull 0.0159; stable probability 0.7197."
514,mp-1193172,Li2Mn(SO4)2,LMO-family,Selective low-cost option,78.69,91,0.6690351,0.016314626,3.5794,True,Strict model shortlist,"Manganese-based family; useful when cost matters, but needs checks. India score 91; predicted hull 0.0163; stable probability 0.6690."
515,mp-704943,Li2Mn3ZnO8,LMO-family,Selective low-cost option,72.61,90,0.6521369,0.041201778,1.5525,True,Strict model shortlist,"Manganese-based family; useful when cost matters, but needs checks. India score 90; predicted hull 0.0412; stable probability 0.6521."
516,mp-771112,Li2Mn3NiO8,LMO-family,Selective low-cost option,67.8,86,0.67242265,0.06277489,1.3993,True,Strict model shortlist,"Manganese-based family; useful when cost matters, but needs checks. India score 86; predicted hull 0.0628; stable probability 0.6724."
517,mp-3247282,LiEr4MnC8,Carbon-family,Useful anode/support material,77.9,98,0.72907007,0.046043165,0.0,True,Strict model shortlist,"Practical supporting material, but not a complete battery-cell choice. India score 98; predicted hull 0.0460; stable probability 0.7291."
518,mp-3214455,Sr2LiHC3,Carbon-family,Useful anode/support material,76.29,95,0.82866406,0.07124193,1.615,True,Strict model shortlist,"Practical supporting material, but not a complete battery-cell choice. India score 95; predicted hull 0.0712; stable probability 0.8287."
519,mp-3210734,LiCa2C3F,Carbon-family,Useful anode/support material,72.81,91,0.7173424,0.056587666,1.5941,True,Strict model shortlist,"Practical supporting material, but not a complete battery-cell choice. India score 91; predicted hull 0.0566; stable probability 0.7173."
520,mp-3205982,LiGa(CO3)2,Carbon-family,Useful anode/support material,71.53,95,0.69371784,0.06468347,4.5088,True,Strict model shortlist,"Practical supporting material, but not a complete battery-cell choice. India score 95; predicted hull 0.0647; stable probability 0.6937."
521,mp-568863,LiEu2CBr3N2,Carbon-family,Useful anode/support material,66.26,95,0.6616808,0.083833896,0.8303,True,Strict model shortlist,"Practical supporting material, but not a complete battery-cell choice. India score 95; predicted hull 0.0838; stable probability 0.6617."
522,mp-1191141,SrLi2SiO4,Silicon-family,R&D anode improvement option,87.58,87,0.8251565,0.0,4.6041,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0000; stable probability 0.8252.
523,mp-18147,LiGaSiO4,Silicon-family,R&D anode improvement option,86.22,87,0.8054439,0.002372904,4.2293,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0024; stable probability 0.8054.
524,mp-556649,Li4Ga3Si3BrO12,Silicon-family,R&D anode improvement option,83.64,87,0.8343667,0.02177377,4.1359,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0218; stable probability 0.8344.
525,mp-6844,KLi3Si12(SnO15)2,Silicon-family,R&D anode improvement option,83.51,87,0.7750379,0.009079405,4.4444,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0091; stable probability 0.7750.
526,mp-554203,Li4Ga3Si3ClO12,Silicon-family,R&D anode improvement option,83.42,87,0.8033022,0.015872123,4.5903,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0159; stable probability 0.8033.
527,mp-557112,Li4Ga3Si3IO12,Silicon-family,R&D anode improvement option,82.7,87,0.8313344,0.025788927,3.6307,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0258; stable probability 0.8313.
528,mp-16055,KLi3Zr2(Si2O5)6,Silicon-family,R&D anode improvement option,81.52,87,0.72341007,0.007411929,5.1673,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0074; stable probability 0.7234.
529,mp-16282,KNa2Li3Cr2(Si2O5)6,Silicon-family,R&D anode improvement option,80.57,87,0.78503186,0.026042383,3.8492,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0260; stable probability 0.7850.
530,mp-17240,RbNa3Li12(SiO4)4,Silicon-family,R&D anode improvement option,79.72,87,0.6794739,0.0065541933,4.8031,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0066; stable probability 0.6795.
531,mp-17718,CsKNa2Li12(SiO4)4,Silicon-family,R&D anode improvement option,78.85,87,0.68730795,0.012639662,4.8722,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0126; stable probability 0.6873.
532,mp-558310,BaLi2SiO4,Silicon-family,R&D anode improvement option,78.63,87,0.6622451,0.008114813,4.3955,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0081; stable probability 0.6622.
533,mp-23648,Li4Al3Si3ClO12,Silicon-family,R&D anode improvement option,77.77,87,0.70829177,0.02275271,5.4534,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0228; stable probability 0.7083.
534,mp-16996,Li3GaSiO5,Silicon-family,R&D anode improvement option,77.76,87,0.71405476,0.024100767,3.8433,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0241; stable probability 0.7141.
535,mp-8449,Rb2Li2SiO4,Silicon-family,R&D anode improvement option,77.65,87,0.6717856,0.015140539,3.8516,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0151; stable probability 0.6718.
536,mp-504849,Cs2Li2SiO4,Silicon-family,R&D anode improvement option,77.65,87,0.6717856,0.015140539,3.8531,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0151; stable probability 0.6718.
537,mp-7610,Li2CaSiO4,Silicon-family,R&D anode improvement option,77.23,87,0.6877601,0.020822402,5.1897,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0208; stable probability 0.6878.
538,mp-18860,Li2VSiO5,Silicon-family,R&D anode improvement option,76.16,87,0.67305917,0.022880645,2.3621,True,Strict model shortlist,High-potential anode direction; better for blended or future designs. India score 87; predicted hull 0.0229; stable probability 0.6731.
539,mp-3268644,Li2MnGeS4,Li-S or sulfide-family,Long-term R&D option,88.83,81,0.90332484,0.0008641867,1.9728,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 81; predicted hull 0.0009; stable probability 0.9033."
540,mp-3209528,Cs2Li2SnS4,Li-S or sulfide-family,Long-term R&D option,88.01,78,0.9046652,0.0,3.2409,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.9047."
541,mp-3205208,Rb2Li2SnS4,Li-S or sulfide-family,Long-term R&D option,87.99,78,0.9042042,0.0,3.0399,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.9042."
542,mp-1210804,Li2ZnGeS4,Li-S or sulfide-family,Long-term R&D option,87.61,78,0.8956898,0.0,2.1846,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.8957."
543,mp-3210567,SrLi2SnS4,Li-S or sulfide-family,Long-term R&D option,87.6,78,0.8955101,0.0,3.0972,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.8955."
544,mp-3252745,BaLiNdS3,Li-S or sulfide-family,Long-term R&D option,87.44,78,0.8919713,0.0,2.2076,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.8920."
